,Year,Age,MainOffence,Gender,Ethnicity,Order,Value,Flags
16297.1,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.11,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.12,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.13,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.14,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.15,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.16,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.17,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.18,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.19,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.2,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.21,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.22,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.23,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.24,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.25,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.26,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.27,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.28,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
16297.29,1995,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",30,NA
33554,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.1,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.2,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.3,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.4,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.5,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.6,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.7,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.8,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.9,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.1,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33554.11,1995,16,Acts Intended To Cause Injury,Male,Maori,Adult sentences,12,NA
33792,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,Adult sentences,1,NA
34517,1995,16,"Fraud, Deception And Related Offences",Male,Maori,Adult sentences,1,NA
34590,1995,16,Illicit Drug Offences,Male,Maori,Adult sentences,1,NA
34679,1995,16,Prohibited And Regulated Weapons And Explosives Offences,Male,Maori,Adult sentences,1,NA
34770,1995,16,Property Damage And Environmental Pollution,Male,Maori,Adult sentences,1,NA
33985,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.1,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.2,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.3,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.4,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.5,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.6,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.7,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.8,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.9,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.1,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.11,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.12,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.13,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33985.14,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,15,NA
33720,1995,16,Sexual Assault And Related Offences,Male,Maori,Adult sentences,6,NA
33720.1,1995,16,Sexual Assault And Related Offences,Male,Maori,Adult sentences,6,NA
33720.2,1995,16,Sexual Assault And Related Offences,Male,Maori,Adult sentences,6,NA
33720.3,1995,16,Sexual Assault And Related Offences,Male,Maori,Adult sentences,6,NA
33720.4,1995,16,Sexual Assault And Related Offences,Male,Maori,Adult sentences,6,NA
33720.5,1995,16,Sexual Assault And Related Offences,Male,Maori,Adult sentences,6,NA
34345,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.1,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.2,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.3,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.4,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.5,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.6,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.7,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.8,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.9,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.1,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.11,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.12,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.13,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.14,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.15,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.16,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
34345.17,1995,16,Theft And Related Offences,Male,Maori,Adult sentences,18,NA
35024,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,Adult sentences,6,NA
35024.1,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,Adult sentences,6,NA
35024.2,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,Adult sentences,6,NA
35024.3,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,Adult sentences,6,NA
35024.4,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,Adult sentences,6,NA
35024.5,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,Adult sentences,6,NA
34157,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.3,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.4,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.5,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.6,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.7,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.8,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.9,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.11,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.12,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.13,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.14,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.15,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.16,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.17,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.18,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.19,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.21,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.22,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.23,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.24,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.25,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.26,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.27,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.28,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.29,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.3,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.31,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.32,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.33,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.34,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.35,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.36,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.37,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.38,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.39,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.4,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.41,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.42,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.43,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
34157.44,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,45,NA
33943,1995,16,"Abduction, Harassment And Other Offences Against The Person",Male,Maori,"Discharge, admonish",1,NA
33668,1995,16,Acts Intended To Cause Injury,Male,Maori,"Discharge, admonish",1,NA
33863,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Discharge, admonish",1,NA
34638,1995,16,Illicit Drug Offences,Male,Maori,"Discharge, admonish",1,NA
35236,1995,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Maori,"Discharge, admonish",1,NA
34722,1995,16,Prohibited And Regulated Weapons And Explosives Offences,Male,Maori,"Discharge, admonish",1,NA
34864,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Discharge, admonish",1,NA
34976,1995,16,Public Order Offences,Male,Maori,"Discharge, admonish",1,NA
34106,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Discharge, admonish",1,NA
34467,1995,16,Theft And Related Offences,Male,Maori,"Discharge, admonish",6,NA
34467.1,1995,16,Theft And Related Offences,Male,Maori,"Discharge, admonish",6,NA
34467.2,1995,16,Theft And Related Offences,Male,Maori,"Discharge, admonish",6,NA
34467.3,1995,16,Theft And Related Offences,Male,Maori,"Discharge, admonish",6,NA
34467.4,1995,16,Theft And Related Offences,Male,Maori,"Discharge, admonish",6,NA
34467.5,1995,16,Theft And Related Offences,Male,Maori,"Discharge, admonish",6,NA
35114,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Discharge, admonish",1,NA
34293,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.3,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.4,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.5,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.6,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.7,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
34293.8,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",9,NA
33645,1995,16,Acts Intended To Cause Injury,Male,Maori,"Monetary, confiscation, disqualification",6,NA
33645.1,1995,16,Acts Intended To Cause Injury,Male,Maori,"Monetary, confiscation, disqualification",6,NA
33645.2,1995,16,Acts Intended To Cause Injury,Male,Maori,"Monetary, confiscation, disqualification",6,NA
33645.3,1995,16,Acts Intended To Cause Injury,Male,Maori,"Monetary, confiscation, disqualification",6,NA
33645.4,1995,16,Acts Intended To Cause Injury,Male,Maori,"Monetary, confiscation, disqualification",6,NA
33645.5,1995,16,Acts Intended To Cause Injury,Male,Maori,"Monetary, confiscation, disqualification",6,NA
33837,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.1,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.2,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.3,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.4,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.5,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.6,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.7,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.8,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.9,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.1,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.11,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.12,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.13,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.14,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.15,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.16,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.17,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.18,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.19,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.2,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.21,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.22,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.23,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.24,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.25,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.26,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.27,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.28,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.29,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.3,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.31,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
33837.32,1995,16,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",33,NA
34541,1995,16,"Fraud, Deception And Related Offences",Male,Maori,"Monetary, confiscation, disqualification",1,NA
35215,1995,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Maori,"Monetary, confiscation, disqualification",1,NA
34840,1995,16,Property Damage And Environmental Pollution,Male,Maori,"Monetary, confiscation, disqualification",1,NA
34954,1995,16,Public Order Offences,Male,Maori,"Monetary, confiscation, disqualification",1,NA
34085,1995,16,"Robbery, Extortion And Related Offences",Male,Maori,"Monetary, confiscation, disqualification",1,NA
34441,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.1,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.2,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.3,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.4,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.5,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.6,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.7,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.8,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.9,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.1,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.11,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.12,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.13,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.14,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.15,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.16,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.17,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.18,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.19,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.2,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.21,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.22,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34441.23,1995,16,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.1,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.2,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.3,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.4,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.5,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.6,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.7,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.8,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.9,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.1,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.11,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.12,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.13,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.14,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.15,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.16,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.17,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.18,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.19,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.2,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.21,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.22,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
35088.23,1995,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",24,NA
34267,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.3,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.4,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.5,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.6,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.7,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.8,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.9,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.1,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.11,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.12,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.13,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.14,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.15,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.16,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.17,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.18,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.19,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
34267.2,1995,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",30,NA
